번호,설치장소명,설치장소상세,설치시도명,설치시군구명,설치시설구분,서비스제공사명,와이파이SSID,설치연월,소재지도로명주소,소재지지번주소,관리기관명,관리기관전화번호,위도,경도,데이터기준일자
5336,중앙 어르신사랑방,오목로 64-27,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로 64-27,,서울특별시 양천구청,02-2620-3251,37.522053,126.845014,2020-10-30
5337,지양 어르신사랑방,지양로17길 15(331-104),서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로17길 15(331-104),,서울특별시 양천구청,02-2620-3251,37.522633,126.8281873,2020-10-30
5338,지양도서관,지양로17길 33 (신월동),서울특별시,양천구,교육시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로17길 33 (신월동),,서울특별시 양천구청,02-2620-3251,37.521856,126.826655,2020-10-30
5339,지양산 생태순환길,신월7동 350-30,서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 신정이펜1로 111,,서울특별시 양천구청,02-2620-3251,37.522015,126.826008,2020-10-30
5340,지양산 해맞이마을,신월7동 331-5,서울특별시,양천구,편의시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로7길 28-29,,서울특별시 양천구청,02-2620-3251,37.521347,126.829665,2020-10-30
5341,청목(목1동구립) 어르신사랑방,오목로 320-1,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로 320-1,,서울특별시 양천구청,02-2620-3251,37.524338,126.872772,2020-10-30
5342,청산 어르신사랑방,목동중앙남로3가길68,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동중앙남로3가길68,,서울특별시 양천구청,02-2620-3251,37.538722,126.864462,2020-10-30
5343,청솔 어르신사랑방,중앙로52길 73(910-9),서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 중앙로52길 73(910-9),,서울특별시 양천구청,02-2620-3251,37.52642901,126.858607,2020-10-30
5344,태양 어르신사랑방,오목로3길 34,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 오목로3길 34,,서울특별시 양천구청,02-2620-3251,37.524285,126.838495,2020-10-30
5345,파리근린공원,목동동로 363 (목동),서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 363 (목동),,서울특별시 양천구청,02-2620-3251,37.533988,126.876755,2020-10-30
5346,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5347,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5348,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-11,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5349,강남구청,본관 지하,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5350,강남구청,본관 지하,서울특별시,강남구,관공서,강남구,Gangnam,2020-05,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5351,강남구청,본관 지하,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5352,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5353,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5354,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5355,강남구청,1별관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5356,강남구청,1별관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5357,강남구청,본관 옥상,서울특별시,강남구,관공서,강남구,Gangnam,2020-05,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5358,강남구청,2별관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5359,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5360,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5361,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5362,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5363,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5364,강남구청,본관 3층,서울특별시,강남구,관공서,SKT Giga WiFi,"Gangnam_2.4G, Gangnam_5G",2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5365,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5366,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5367,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5368,강남구청,2별관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5369,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5370,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5371,강남구청,본관 4층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5372,강남구청,본관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5373,강남구청,1별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5374,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-09,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5375,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-05,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5376,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-05,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5377,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5378,파리근린공원,목동동로 363 (목동),서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 363 (목동),,서울특별시 양천구청,02-2620-3251,37.534554,126.877702,2020-10-30
5379,파리근린공원,목동동로 363 (목동),서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 363 (목동),,서울특별시 양천구청,02-2620-3251,37.534895,126.876302,2020-10-30
5380,파리근린공원,목동동로 363 (목동),서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 363 (목동),,서울특별시 양천구청,02-2620-3251,37.534492,126.877015,2020-10-30
5381,파리근린공원,목동동로 363 (목동),서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동동로 363 (목동),,서울특별시 양천구청,02-2620-3251,37.535804,126.877253,2020-10-30
5382,한두 어르신사랑방,목동중앙북로7가길37,서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 목동중앙북로7가길37,,서울특별시 양천구청,02-2620-3251,37.549337,126.865402,2020-10-30
5383,한울 어르신사랑방,지양로7길 27-5(956),서울특별시,양천구,서민·복지시설,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로7길 27-5(956),,서울특별시 양천구청,02-2620-3251,37.519857,126.832274,2020-10-30
5384,한울근린공원,지양로7길 27-5 (신월동),서울특별시,양천구,기타,서울특별시 양천구청,Public WiFi@yangcheon,2020-10,서울특별시 양천구 지양로7길 27-5 (신월동),,서울특별시 양천구청,02-2620-3251,37.51986129,126.832173,2020-10-30
5385,강남구청,본관 2층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5386,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5387,강남구청,2별관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5388,강남구청,본관 지하,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5389,강남구청,2별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-07,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5390,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5391,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5392,강남구청,본관 1층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5393,강남구청,1별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5394,강남구청,1별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
5395,강남구청,1별관 3층,서울특별시,강남구,관공서,강남구,Gangnam,2020-10,서울특별시 강남구 학동로 426,서울특별시 강남구 삼성동 16-1,서울특별시 강남구청,02-3423-5342,37.5175282,127.0474699,2020-09-01
