번호	설치장소명	설치장소상세	설치시도명	설치시군구명	설치시설구분	서비스제공사명	와이파이SSID	설치연월	소재지도로명주소	소재지지번주소	관리기관명	관리기관전화번호	WGS84위도	WGS84경도	데이터기준일자
10691	보건환경연구원	신관B동 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0077	37.464703	127.032412	2023-03-10
10692	보건환경연구원	신관B동 3층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0078	37.464703	127.032412	2023-03-10
10693	보건환경연구원	신관B동 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0079	37.464703	127.032412	2023-03-10
10694	보건환경연구원	신관B동 4층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0080	37.464703	127.032412	2023-03-10
10695	보건환경연구원	본관 지하1층	서울특별시	서초구	관공서	디지털뉴딜(LG U+)	Public WiFi@Seoul	Nov-22	서울특별시 장군마을3길 30		서울시	02-2133-0081	37.464703	127.032412	2023-03-10
10696	구청사	매점 앞	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Oct-17	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.509	127.0665	2023-03-10
10697	구청사	헬스장	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Nov-22	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10698	구청사	소식당	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Nov-22	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10699	구청사	대식당	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Nov-22	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10700	구청사	자동차 민원센터	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10701	구청사	서초25시 센터	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10702	구청사	OK 민원센터	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10703	구청사	오손도손스튜디오	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10704	구청사	구정연구단	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10705	구청사	대강당	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10706	구청사	복도	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10707	구청사	복지정책과	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10708	구청사	여성보육과	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10709	구청사	교통행정과	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10710	구청사	주차관리과	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-20	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10711	구청사	2의원실	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-18	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10712	구청사	1의원실	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Sep-18	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10713	구청사	의장실입구	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Oct-17	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10714	구청사	부의장실	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Oct-17	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10715	구청사	본회의장	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Oct-17	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10716	구청사	본회의장 앞	서울특별시	서초구	관공서	서초구	Public WiFi@Seoul	Oct-17	서울특별시 서초구 남부순환로 2584		서초구	02-2155-6425	37.48357	127.0327	2023-03-10
10717	보건소	2층	서울특별시	강남구	관공서	강남구	SEOUL	Jan-22	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10718	보건소	2층	서울특별시	강남구	관공서	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10719	보건소	3층	서울특별시	강남구	관공서	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10720	보건소	3층	서울특별시	강남구	관공서	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10721	보건소	4층	서울특별시	강남구	관공서	강남구	SEOUL	Jan-22	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10722	보건소	4층	서울특별시	강남구	관공서	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10723	보건소	5층	서울특별시	강남구	관공서	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10724	보건소	3층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10725	보건소	3층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10726	보건소	2층	서울특별시	강남구	관공서	SKT Giga WiFi	SEOUL	Oct-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10727	보건소	1층	서울특별시	강남구	관공서	SKT Giga WiFi	SEOUL	Oct-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10728	보건소	3층	서울특별시	강남구	관공서	강남구	SEOUL	Sep-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10729	보건소	3층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10730	보건소	2층	서울특별시	강남구	관공서	강남구	SEOUL	Sep-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10731	보건소	2층	서울특별시	강남구	관공서	강남구	SEOUL	Sep-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10732	보건소	1층	서울특별시	강남구	관공서	강남구	SEOUL	Sep-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10733	보건소	2층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10734	구립국제교육원	5층	서울특별시	강남구	관공서	강남구	SEOUL	May-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10735	구립국제교육원	4층	서울특별시	강남구	관공서	강남구	SEOUL	May-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10736	구립국제교육원	4층	서울특별시	강남구	관공서	강남구	SEOUL	May-20	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10737	강남인터넷방송국	1층	서울특별시	강남구	관공서	강남구	SEOUL	Jan-22	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10738	강남인터넷방송국	3층	서울특별시	강남구	관공서	강남구	SEOUL	Jan-22	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10739	강남인터넷방송국	1층	서울특별시	강남구	관공서	강남구	SEOUL	Jan-22	서울특별시 강남구 선릉로 668	서울특별시 강남구 삼성동 8	서울특별시 강남구청	02-3423-5347	37.5163592	127.0420799	2023-03-01
10740	강남문화재단_1	5층	서울특별시	강남구	관공서	강남구	SEOUL	Jul-20	서울특별시 강남구 삼성로 628	서울특별시 강남구 삼성동 66	서울특별시 강남구청	02-3423-5347	37.5158762	127.052113	2023-03-01
10741	강남문화재단_1	5층	서울특별시	강남구	관공서	강남구	SEOUL	Sep-20	서울특별시 강남구 삼성로 628	서울특별시 강남구 삼성동 66	서울특별시 강남구청	02-3423-5347	37.5158762	127.052113	2023-03-01
10742	강남문화재단_1	4층	서울특별시	강남구	관공서	강남구	SEOUL	Sep-20	서울특별시 강남구 삼성로 628	서울특별시 강남구 삼성동 66	서울특별시 강남구청	02-3423-5347	37.5158762	127.052113	2023-03-01
10743	강남문화재단_1	4층	서울특별시	강남구	관공서	강남구	SEOUL	Sep-20	서울특별시 강남구 삼성로 628	서울특별시 강남구 삼성동 66	서울특별시 강남구청	02-3423-5347	37.5158762	127.052113	2023-03-01
10744	강남도서관	강남서초교육지원청 내	서울특별시	강남구	지역문화시설	미래부(KT)	PublicWiFi@Seoul	Oct-20	서울특별시 강남구 선릉로116길 45	서울특별시 강남구 삼성동 28	서울특별시 강남구청	02-3423-5347	37.5136849	127.0468367	2023-03-01
10745	강남구청	본관 4층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 학동로 426	서울특별시 강남구 삼성동 16-1	서울특별시 강남구청	02-3423-5347	37.5175282	127.0474699	2023-03-01
10746	강남구청	본관 4층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 학동로 426	서울특별시 강남구 삼성동 16-1	서울특별시 강남구청	02-3423-5347	37.5175282	127.0474699	2023-03-01
10747	강남구청	본관 4층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 학동로 426	서울특별시 강남구 삼성동 16-1	서울특별시 강남구청	02-3423-5347	37.5175282	127.0474699	2023-03-01
10748	강남구청	본관 4층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 학동로 426	서울특별시 강남구 삼성동 16-1	서울특별시 강남구청	02-3423-5347	37.5175282	127.0474699	2023-03-01
10749	강남구청	본관 1층	서울특별시	강남구	관공서	강남구	SEOUL	Oct-20	서울특별시 강남구 학동로 426	서울특별시 강남구 삼성동 16-1	서울특별시 강남구청	02-3423-5347	37.5175282	127.0474699	2023-03-01
10750	강남청소년수련관	지하1층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 영동대로131길 26	서울특별시 강남구 청담동 66-3	서울특별시 강남구청	02-3423-5347	37.5203984	127.0541271	2023-03-01
10751	강남청소년수련관	1층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 영동대로131길 26	서울특별시 강남구 청담동 66-3	서울특별시 강남구청	02-3423-5347	37.5203984	127.0541271	2023-03-01
10752	강남청소년수련관	2층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 영동대로131길 26	서울특별시 강남구 청담동 66-3	서울특별시 강남구청	02-3423-5347	37.5203984	127.0541271	2023-03-01
10753	강남청소년수련관	3층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 영동대로131길 26	서울특별시 강남구 청담동 66-3	서울특별시 강남구청	02-3423-5347	37.5203984	127.0541271	2023-03-01
10754	강남청소년수련관	3층	서울특별시	강남구	편의시설	미래부(KT)	PublicWiFi@Seoul	Dec-20	서울특별시 강남구 영동대로131길 26	서울특별시 강남구 청담동 66-3	서울특별시 강남구청	02-3423-5347	37.5203984	127.0541271	2023-03-01
10755	태화기독교사회복지관	태화기독교사회복지관 내	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 광평로 185	서울특별시 강남구 수서동 741	서울특별시 강남구청	02-3423-5347	37.4847491	127.0934205	2023-03-01
10756	태화기독교사회복지관	태화기독교사회복지관 내	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 광평로 185	서울특별시 강남구 수서동 741	서울특별시 강남구청	02-3423-5347	37.4847491	127.0934205	2023-03-01
10757	태화기독교사회복지관	태화기독교사회복지관 내	서울특별시	강남구	서민·복지시설	미래부(LGU+)	PublicWiFi	Jan-22	서울특별시 강남구 광평로 185	서울특별시 강남구 수서동 741	서울특별시 강남구청	02-3423-5347	37.4847491	127.0934205	2023-03-01
10758	역삼1-107(B4)	강남파이낸스센터빌딩 역삼역 3번출구 뒷편	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 테헤란로 152	서울특별시 강남구 역삼동 737	서울특별시 강남구청	02-3423-5347	37.4999269	127.0365526	2023-03-01
10759	역삼1-107(B4)	강남파이낸스센터빌딩 역삼역 3번출구 뒷편	서울특별시	강남구	편의시설	SKT Giga WiFi	Gangnam_WIFI	Dec-20	서울특별시 강남구 테헤란로 152	서울특별시 강남구 역삼동 737	서울특별시 강남구청	02-3423-5347	37.4999269	127.0365526	2023-03-01
10760	군인공제회관 회원지원센터(도곡동)	군인공제회관 회원지원센터 내	서울특별시	강남구	편의시설	미래부(SKT)	PublicWiFi@Seoul	Oct-20	서울특별시 강남구 테헤란로7길 22	서울특별시 강남구 역삼동 635-4	서울특별시 강남구청	02-3423-5347	37.5007029	127.0307453	2023-03-01
10761	국기원	1층	서울특별시	강남구	지역문화시설	미래부(SKT)	PublicWiFi@Seoul	Oct-20	서울특별시 강남구 테헤란로7길 32	서울특별시 강남구 역삼동 635	서울특별시 강남구청	02-3423-5347	37.5022555	127.030309	2023-03-01
